ID;EntryTime;EntryUser;Name;Description;Unit;CO6_Config_VariableTypes_ID;Parent;deleted;LOINC;PersistenceAssembly;PersistenceClass;Timestamp;DisplayName
24;2016-10-04 13:33:46.020;1;CO_Fall_MergeSource;;;53;20;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000004EB6DE;NULL
25;2016-10-04 13:33:46.020;1;CO_Fall_MergeTarget;;;54;20;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000004EB6DF;NULL
30;2021-01-21 10:45:04.280;8305;Behandlung;Behandlung;;1;20;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000814E20;
31;2014-09-30 10:34:56.850;11;Behandlung_BewegungsNummer;Bewegungsnummer für die eindeutige Identifizierung der Behandlung;;3;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000040A3A2;NULL
33;2009-11-06 13:06:09.433;11;Behandlung_Geschlossen;Behandlungabschluß;;2;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000015054D;NULL
34;2010-03-09 13:58:19.573;1;Behandlung_Geschlossen_medizinisch;Medizinischer Behandlungsabschluss;;2;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000015DC35;NULL
35;2015-09-08 13:38:24.930;1;Behandlung_LEP_Ereignis;Behandlung_LEP_Ereignis;;50;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F3B4;NULL
36;2015-09-08 13:38:24.930;1;Behandlung_LEP_Information;Behandlung_LEP_Information;;51;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F3B5;NULL
37;2015-09-08 13:38:24.930;1;Behandlung_LEP_Zeitstrahl;Behandlung_LEP_Zeitstrahl;;52;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F3B6;NULL
38;2012-05-15 13:40:35.290;1;Behandlung_Typ;Typ der Behandlung;;34;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000002783B2;NULL
39;2012-07-03 13:53:57.333;1;Behandlung_Druckstatus;Status des Ausdrucks;;3;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000027BC62;NULL
40;2021-03-05 13:24:59.250;119;Behandlungsort;Behandlungsort;;1;0;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000824EF6;
41;2007-10-02 08:29:38.653;1;Behandlungsort_Name;Name des Behandlungsortes;;3;40;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000000045C9;NULL
42;2013-05-21 13:32:04.543;1;Behandlungsort_Zentralplatz;Der Behandlungsort ist kein Bettplatz;;2;40;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000312854;NULL
50;2021-03-05 07:54:43.107;119;Belegung;Belegung eines Behandlungsortes;;1;40;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000824EAB;
51;2007-10-02 08:29:38.653;1;Belegung_von;Anfangszeitpunkt der Belegung eines Behandlungsortes;;5;50;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000000045F8;NULL
52;2007-10-02 08:29:38.653;1;Belegung_bis;Endzeitpunkt der Belegung eines Behandlungsortes;;5;50;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000000045F6;NULL
53;2007-10-02 08:29:38.653;1;Belegung_durch;Grund der Belegung eines Behandlungsortes;;15;50;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000000045F7;NULL
60;2012-09-03 12:56:07.917;11;Medikamentenmischung;Medikamentenmischung;;16;1;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000297FD0;NULL
61;2015-09-28 12:48:41.573;11;Medikamentengabe;Medikamentengabe;;13;60;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F5C9;
62;2015-09-28 12:48:17.447;11;Medikament;Medikament;;14;60;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F5C6;
63;2007-10-02 08:29:38.653;1;Medikamentenmischung_Einheit;Anzuzeigende Einheit für die Mischung. Danach richtet sich auch bei weiteren Gaben die Einstellmöglichkeit.;;3;60;2011-05-10 13:24:32.670;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000018F708;NULL
64;2007-10-02 08:29:38.653;1;Medikamentenmischung_Vorschlagsrate;Rate der ersten Gabe. Ist die Rate 0, dann ist das Medikament diskontinuierlich.;;6;60;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000000493F;NULL
65;2015-09-28 12:48:59.853;11;Medikamentengabe_NichtVerordnetGrund;Grund der Nicht-Nachverordnung von einer Gabe;;3;61;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F5CC;
66;2021-02-25 10:12:08.787;119;Medikament_Verordnung;Medikament einer Verordnung;;14;90;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000823DA9;
67;2007-10-02 08:29:38.653;1;Medikamentenmischung_Volumen;Gesamtvolumen der Mischung.;;6;60;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000000493E;NULL
68;2007-10-02 08:29:38.653;1;Medikamentenmischung_COPRARang;DSer COPRArang der Mischung. Dieser ist gleich dem Rang des ersten Medikamentes in der Mischung.;;2;60;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000000493B;NULL
69;2007-10-02 08:29:38.653;1;Medikamentenmischung_Name;Name der Mischung. Dieser ergibt sich aus der Liste der Medikamente.;;3;60;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000000493D;NULL
70;2015-09-28 12:49:40.330;11;Medikamentengabe_Object;Darstellung der Medikamentengabe als Objekt;;22;60;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x000000000047F5D2;
71;2007-10-02 08:29:38.653;1;Medikamentengabe_VolumenRate;Volumenrate bei kontinuierlichen Medikamentengabe.;;6;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000004939;NULL
72;2007-10-02 08:29:38.653;1;Medikamentengabe_Applikationsform;Form der Gabe.;;3;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000004935;NULL
73;2007-10-02 08:29:38.653;1;Medikamentengabe_Menge;Menge bei diskontinuierlichen Medikamentengaben.;;6;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000004937;NULL
74;2007-10-02 08:29:38.653;1;Medikamentengabe_DateTimeTo;Zeitpunkt der Medikamentengabe;;5;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000004936;NULL
75;2015-09-28 12:49:59.773;11;Medikamentenverordnung;Verordnung für ein Medikament.;;24;60;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F5D5;
76;2015-09-28 12:49:23.353;11;Medikamentengabe_Verordnung;Referenz auf die Verordnung, welche durch diese Gabe erfüllt wurde.;;15;61;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000047F5CF;
77;2008-10-02 16:26:16.480;1;Medikamentengabe_Einheit;Einheit des Medikamentengabe-Objektes;;3;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000018E76;NULL
78;2008-10-02 16:26:16.480;1;Medikamentengabe_Wirkstoff_Name;"Name des Wirkstoffes, auf den sich die Gabe bezieht. Wird für den Event ""Schnelle Medikamentengabe V2"" benötigt.";;3;70;NULL;;COPRA.COPRA6.Medic.Drugs;COPRA.COPRA6.Medic.Drugs.Persistence;0x0000000000018E77;NULL
79;2010-03-09 13:58:19.600;1;Location_CoPI;Enthällt den ConnectionString für die Remote-Verbindung zum COPRA-Pumpeninterface. Dieser folgt dem Schema tcp:--COMPUTERNAME:PORT/ENDPUNKTNAME.;;3;40;NULL;NULL;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000015DC37;NULL
80;2021-03-05 10:53:41.147;119;Organisationseinheit;Organisationseinheit;;28;0;NULL;;COPRA.COPRA6.Data.UserRole;COPRA.COPRA6.Data.UserRole.OrganisationalUnitPersistence;0x0000000000824ED2;
81;2014-09-30 10:29:47.333;11;Organisationseinheit_Name;Name der Organisationseinheit;;3;80;NULL;;COPRA.COPRA6.Data.UserRole;COPRA.COPRA6.Data.UserRole.OrganisationalUnitPersistence;0x000000000040A387;NULL
82;2007-10-02 08:29:38.653;1;Organisationseinheit_Beschreibung;Beschreibung der Organisationseinheit;;3;80;NULL;;COPRA.COPRA6.Data.UserRole;COPRA.COPRA6.Data.UserRole.OrganisationalUnitPersistence;0x00000000000049B5;NULL
83;2011-09-06 15:24:39.183;11;Gerätedaten-Schreibintervall;Automatendaten werden in diesem Intervall an den Patienten geschrieben;;2;80;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000195495;NULL
90;2021-02-25 10:11:21.137;119;Medikamentenverordnung_V2;Verordnung von Serien;;35;1;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000823DA1;
91;2021-02-25 10:11:40.237;119;Einzelverordnung;Wird beim Dokumentieren und Nachverordnen einer Gabe erzeugt.;;36;90;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000823DA5;
100;2007-10-02 08:29:38.653;1;Laborwert;;;18;1;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000004914;NULL
110;2010-08-27 09:33:38.777;11;Zuordnung;Zuordnung Ort zu Organisationseinheit;;1;80;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000017AF43;NULL
111;2007-12-11 09:55:36.467;1;Zuordnung_von;Zuordnung Beginn;;5;110;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000005C13;NULL
112;2007-12-11 09:55:36.467;1;Zuordnung_bis;Zuordnung Ende;;5;110;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000005C14;NULL
113;2007-12-11 09:55:36.467;1;Zuordnung_Ort;Zuordnung Link auf Ort;;15;110;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000005C15;NULL
120;2021-03-01 08:12:29.437;119;Computer;Computer;;1;0;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000823E39;
121;2007-12-11 09:55:36.467;1;Computer_Name;Name des Clients (Workstation);;3;120;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000005C17;NULL
122;2007-12-11 09:55:36.467;1;Computer_Behandlungsort;Zuordnung Computer zu Behandlungsort;;15;120;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000005C18;NULL
123;2014-04-23 08:32:49.883;1;Computer_Zugeordneter_Drucker;Zuordnung Computer zu Drucker;;3;120;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8F7E;NULL
124;2015-07-09 06:16:09.487;1;Computer_Berechtigung;Wert wird bei die Berechtigungsfunktion 'Unbegrenzter Zeitraum, wenn Computerberechtigung' verwendet. Wert ungleich 0, dann gesetzt.;;2;120;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000476457;NULL
130;2021-02-19 06:52:03.500;8305;Behandlung_INPULS;INPULS-Pflegekategorie;;1;30;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000082092E;
131;2021-02-19 06:52:15.527;8305;Behandlung_INPULS_Beatmung;gemeldete Beatmungsstunden (in Minuten);;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000820931;
132;2021-02-16 13:00:43.717;8305;Behandlung_INPULS_Datum;Tag für den die Pflegekategorie erhoben wurde;;5;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000081FC59;
133;2021-02-16 13:00:26.477;8305;Behandlung_INPULS_Freigabe;Gemeldet am;;5;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000081FC56;
134;2021-02-16 12:57:31.263;8305;Behandlung_INPULS_Kategorie;Pflegekategorie;;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000081FC53;
135;2021-02-19 06:36:51.033;8305;Behandlung_INPULS_Kriterium_ID;"IDs der INPULS-Kriterien, welche zur Kategorie geführt haben; ... und der zusätzlichen Kategorien";;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000820920;
136;2021-02-19 06:33:20.357;8305;Behandlung_INPULS_Transporte;Transporte;;3;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000820917;
137;2021-02-19 06:52:29.483;8305;Behandlung_INPULS_Betrachtungszeitraum;Betrachtungszeitraum in Minuten;;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x0000000000820934;
138;2021-02-22 07:14:18.043;8305;Organisationseinheit_INPULS_Pfad;Pfad für den Export der INPULS-Kategorien;;3;80;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000082097B;
139;2021-02-19 06:33:33.597;8305;Behandlung_INPULS_Kriterium_Höherstufung_ID;IDs der INPULS-Kriterien, welche zur Höherstufung der Kategorie dienen;;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000082091A;
140;2021-02-19 06:33:46.623;8305;Behandlung_INPULS_Kriterium_Basiskategorie_ID;IDs der INPULS-Kriterien, welche als Basis zur Kategorie dienen;;2;130;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000082091D;
144;2014-04-23 08:32:49.900;1;Medikamente_gestellt_pro_Tag;Information über gestellte Medikamente pro Tag;;3;1;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8F80;NULL
161;2010-07-09 12:58:31.833;1;Del_Behandlung_INPULS_Beatmung_DRG_Minuten;zusätzliche Minuten der DRG-Beatmung;;2;130;2010-07-09 12:58:42.050;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000016A2FE;NULL
162;2021-02-03 08:53:54.100;8305;Organisationseinheit_INPULS_Export_Zeitpunkt;Zeitpunkte der INPULS-Pflegekategorie-Exporte für diese OE;;5;80;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x000000000081726C;
171;2014-04-15 09:25:01.770;1;COPRA_Leistungen;Leistungsobjekt;;1;0;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DE7;NULL
172;2014-04-15 09:25:01.787;1;COPRA_Leistungen_ExtLeistungsID;ExtLeistungsID;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DE8;NULL
173;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Leistungstext;Leistungstext;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DE9;NULL
174;2014-04-15 09:25:01.793;1;COPRA_Leistungen_ExtMaterialNr;ExtMaterialNr;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DEA;NULL
175;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Einrichtung;Einrichtung;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DEB;NULL
176;2014-04-15 09:25:01.793;1;COPRA_Leistungen_LeistKlasse;Leistungsklasse;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DEC;NULL
177;2014-04-15 09:25:01.793;1;COPRA_Leistungen_ExtNR;Extetrne Nummer;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DED;NULL
178;2014-04-15 09:25:01.793;1;COPRA_Leistungen_ExtNRSchweiz;Extetrne Nummer Schweiz;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DEE;NULL
179;2014-04-15 09:25:01.793;1;COPRA_Leistungen_EANNR;EANNR;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DEF;NULL
180;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Gueltig_ab;Leistung gueltig ab;;5;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF0;NULL
181;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Gueltig_bis;Leistung gueltig bis;;5;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF1;NULL
182;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Loeschen_am;Leistung loeschen am;;5;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF2;NULL
183;2014-04-15 09:25:01.793;1;COPRA_Leistungen_Leistungstyp;Leistungstyp;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF3;NULL
184;2014-04-15 09:25:01.793;1;COPRA_Leistungen_AbrechnungStationaer;Abrechnung-Stationaer;;2;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF4;NULL
185;2014-04-15 09:25:01.793;1;COPRA_Leistungen_AbrechnungAmbulant;Abrechnung-Ambulant;;2;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF5;NULL
186;2014-04-15 09:25:01.793;1;COPRA_Leistungen_TextAbweichungErlaubt;Textabweichung erlaubt;;2;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF6;NULL
187;2014-04-15 09:25:01.797;1;COPRA_Leistungen_LeistungEinheit;Leistungseinheit;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF7;NULL
188;2014-04-15 09:25:01.797;1;COPRA_Leistungen_FlagHauskatalog;Flag-Hauskatalog;;2;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF8;NULL
189;2014-04-15 09:25:01.797;1;COPRA_Leistungen_BasisMengenEinheit;Basis-Mengeneinheit;;3;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DF9;NULL
190;2014-04-15 09:25:01.797;1;COPRA_Leistungen_EinzelabgabeMoeglich;Einzelabgabe moeglich;;2;171;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFA;NULL
191;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer;Leistungserbringer-Objekt;;1;0;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFB;NULL
192;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_ExtLeisterbringerID;ExtLeisterbringerID;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFC;NULL
193;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Nachname;Nachname;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFD;NULL
194;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Vorname;Vorname;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFE;NULL
195;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Titel;Titel;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8DFF;NULL
196;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Anrede;Anrede;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E01;NULL
197;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Mitarbeitertyp;Mitarbeitertyp;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E02;NULL
198;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Geschlecht;Geschlecht;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E03;NULL
199;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Geburtsdatum;Geburtsdatum;;5;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E04;NULL
200;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Sprache;Sprache;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E05;NULL
201;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Telefonnummer;Telefonnummer;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E06;NULL
202;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_Strasse;Strasse;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E07;NULL
203;2014-04-15 09:25:01.797;1;COPRA_Leistungserbringer_PLZ;PLZ;;3;191;NULL;;COPRA.COPRA6.Data;COPRA.COPRA6.Data.COPRA6Persistence;0x00000000003D8E08;NULL
